Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,FirstName,LastName,skills
45,No,Travel_Rarely,176,Human Resources,4,3,Life Sciences,1,1744,3,Female,56,1,3,Human Resources,3,Married,9756,6595,4,Y,No,21,4,3,80,2,9,2,4,5,0,0,3,Ernest,Munoz,"[""Performance Appraisal"",""HR Policies"",""Onboarding"",""Interviewing"",""Employee Engagement"",""Payroll Processing""]"
30,No,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,1,1745,4,Female,78,2,1,Research Scientist,1,Single,4968,26427,0,Y,No,16,3,4,80,0,10,2,3,9,7,0,7,Rose,Jordan,"[""Literature Review"",""Experiment Design"",""Lab Safety"",""Hypothesis Testing"",""Statistics"",""Python""]"
24,No,Travel_Frequently,897,Human Resources,10,3,Medical,1,1746,1,Male,59,3,1,Human Resources,4,Married,2145,2097,0,Y,No,14,3,4,80,1,3,2,3,2,2,2,1,Amaris,Torres,"[""HR Policies"",""Onboarding"",""Employee Engagement"",""Interviewing"",""Performance Appraisal""]"
30,Yes,Travel_Frequently,600,Human Resources,8,3,Human Resources,1,1747,3,Female,66,2,1,Human Resources,4,Divorced,2180,9732,6,Y,No,11,3,3,80,1,6,0,2,4,2,1,2,Titus,Lowe,"[""Performance Appraisal"",""Interviewing"",""Payroll Processing"",""People Analytics"",""Employee Engagement"",""HR Policies""]"
27,No,Travel_Rarely,1054,Research & Development,8,3,Medical,1,1751,3,Female,67,3,1,Research Scientist,4,Single,3445,6152,1,Y,No,11,3,3,80,0,6,5,2,6,2,1,4,Dawson,Pollard,"[""Hypothesis Testing"",""Scientific Writing"",""Lab Safety"",""Microscopy"",""Experiment Design"",""Python""]"
31,No,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,1749,1,Male,51,3,2,Sales Executive,3,Married,8346,20943,1,Y,No,19,3,3,80,1,6,3,3,5,2,0,2,Savanah,Prince,"[""Lead Scoring"",""Presentation Skills"",""Time Management"",""Cold Calling"",""Salesforce""]"
29,Yes,Travel_Rarely,428,Sales,9,3,Marketing,1,1752,2,Female,52,1,1,Sales Representative,2,Single,2760,14630,1,Y,No,13,3,3,80,0,2,3,3,2,2,2,2,Moises,Day,"[""Relationship Building"",""Territory Management"",""CRM"",""Communication""]"
30,No,Travel_Rarely,979,Sales,15,2,Marketing,1,1754,3,Male,94,2,3,Sales Executive,1,Divorced,7140,3088,2,Y,No,11,3,1,80,1,12,2,3,7,7,1,7,Soren,Coleman,"[""Cold Calling"",""Time Management"",""Revenue Forecasting"",""B2B Sales"",""Negotiation"",""Salesforce""]"
29,No,Travel_Frequently,461,Research & Development,1,3,Life Sciences,1,1753,4,Male,70,4,2,Healthcare Representative,3,Single,6294,23060,8,Y,Yes,12,3,4,80,0,10,5,4,3,2,0,2,Sadie,Sheppard,"[""Time Management"",""Customer Service"",""Emotional Intelligence"",""Healthcare Knowledge""]"
34,No,Travel_Rarely,181,Research & Development,2,4,Medical,1,1755,4,Male,97,4,1,Research Scientist,4,Married,2932,5586,0,Y,Yes,14,3,1,80,3,6,3,3,5,0,1,2,Sage,Morris,"[""Data Analysis"",""Microscopy"",""Machine Learning"",""Hypothesis Testing"",""Scientific Writing""]"
33,No,Non-Travel,1283,Sales,2,3,Marketing,1,1756,4,Female,62,3,2,Sales Executive,2,Single,5147,10697,8,Y,No,15,3,4,80,0,13,2,2,11,7,1,7,Lillian,Steele,"[""Customer Acquisition"",""Cold Calling"",""Salesforce"",""Time Management"",""CRM Tools"",""B2B Sales""]"
49,No,Travel_Rarely,1313,Sales,11,4,Marketing,1,1757,4,Female,80,3,2,Sales Executive,4,Single,4507,8191,3,Y,No,12,3,3,80,0,8,1,4,5,1,0,4,Deanna,Meza,"[""Customer Acquisition"",""Time Management"",""B2B Sales"",""Cold Calling"",""CRM Tools"",""Lead Scoring""]"
33,Yes,Travel_Rarely,211,Sales,16,3,Life Sciences,1,1758,1,Female,74,3,3,Sales Executive,1,Single,8564,10092,2,Y,Yes,20,4,3,80,0,11,2,2,0,0,0,0,Troy,Todd,"[""B2B Sales"",""Revenue Forecasting"",""Lead Scoring"",""Salesforce""]"
38,No,Travel_Frequently,594,Research & Development,2,2,Medical,1,1760,3,Female,75,2,1,Laboratory Technician,2,Married,2468,15963,4,Y,No,14,3,2,80,1,9,4,2,6,1,0,5,Beckett,Shea,"[""Chemical Handling"",""Microscopy"",""Time Management"",""Equipment Handling""]"
31,Yes,Travel_Rarely,1079,Sales,16,4,Marketing,1,1761,1,Male,70,3,3,Sales Executive,3,Married,8161,19002,2,Y,No,13,3,1,80,3,10,2,3,1,0,0,0,Eve,Barker,"[""B2B Sales"",""Revenue Forecasting"",""Presentation Skills"",""Customer Acquisition"",""Negotiation"",""Salesforce""]"
29,No,Travel_Rarely,590,Research & Development,4,3,Technical Degree,1,1762,4,Female,91,2,1,Research Scientist,1,Divorced,2109,10007,1,Y,No,13,3,3,80,1,1,2,3,1,0,0,0,Lillie,Wilkerson,"[""Data Analysis"",""Hypothesis Testing"",""Scientific Writing"",""Machine Learning"",""Lab Safety"",""Microscopy""]"
30,No,Travel_Rarely,305,Research & Development,16,3,Life Sciences,1,1763,3,Male,58,4,2,Healthcare Representative,3,Married,5294,9128,3,Y,No,16,3,3,80,1,10,3,3,7,0,1,7,Alexis,Harrell,"[""Conflict Resolution"",""Emotional Intelligence"",""Regulatory Compliance"",""CRM""]"
32,No,Non-Travel,953,Research & Development,5,4,Technical Degree,1,1764,2,Male,65,3,1,Research Scientist,2,Single,2718,17674,2,Y,No,14,3,2,80,0,12,3,3,7,7,0,7,Mylee,Snow,"[""Data Analysis"",""Scientific Writing"",""Microscopy"",""Python"",""Lab Safety""]"
38,No,Travel_Rarely,833,Research & Development,18,3,Medical,1,1766,2,Male,60,1,2,Healthcare Representative,4,Married,5811,24539,3,Y,Yes,16,3,3,80,1,15,2,3,1,0,1,0,Elsa,Mckenzie,"[""Regulatory Compliance"",""Patient Communication"",""Time Management"",""Conflict Resolution""]"
43,Yes,Travel_Frequently,807,Research & Development,17,3,Technical Degree,1,1767,3,Male,38,2,1,Research Scientist,3,Married,2437,15587,9,Y,Yes,16,3,4,80,1,6,4,3,1,0,0,0,Kolby,Reed,"[""Machine Learning"",""Experiment Design"",""Statistics"",""Lab Safety""]"
42,No,Travel_Rarely,855,Research & Development,12,3,Medical,1,1768,2,Male,57,3,1,Laboratory Technician,2,Divorced,2766,8952,8,Y,No,22,4,2,80,3,7,6,2,5,3,0,4,Kyler,Morales,"[""Microscopy"",""Chemical Handling"",""Sample Analysis"",""Attention to Detail"",""Time Management""]"
55,No,Travel_Rarely,478,Research & Development,2,3,Medical,1,1770,3,Male,60,2,5,Research Director,1,Married,19038,19805,8,Y,No,12,3,2,80,3,34,2,3,1,0,0,0,Jasiah,Walton,"[""Academic Publishing"",""Machine Learning"",""Strategic Planning"",""Team Leadership"",""Innovation""]"
33,No,Non-Travel,775,Research & Development,4,3,Technical Degree,1,1771,4,Male,90,3,2,Research Scientist,2,Divorced,3055,6194,5,Y,No,15,3,4,80,2,11,2,2,9,8,1,7,Urijah,Brandt,"[""Experiment Design"",""Python"",""Microscopy"",""Lab Safety""]"
41,No,Travel_Rarely,548,Research & Development,9,4,Life Sciences,1,1772,3,Male,94,3,1,Laboratory Technician,1,Divorced,2289,20520,1,Y,No,20,4,2,80,2,5,2,3,5,3,0,4,Gianna,Pope,"[""Lab Safety"",""Standard Operating Procedures (SOP)"",""Microscopy"",""Attention to Detail"",""Chemical Handling"",""Time Management""]"
34,No,Non-Travel,1375,Sales,10,3,Life Sciences,1,1774,4,Male,87,3,2,Sales Executive,3,Divorced,4001,12313,1,Y,Yes,14,3,3,80,1,15,3,3,15,14,0,7,Malia,Reynolds,"[""CRM Tools"",""Salesforce"",""Negotiation"",""Lead Scoring"",""B2B Sales"",""Customer Acquisition""]"
53,No,Non-Travel,661,Research & Development,1,4,Medical,1,1775,1,Female,60,2,4,Manufacturing Director,3,Married,12965,22308,4,Y,Yes,20,4,4,80,3,27,2,2,3,2,0,2,Claire,Gordon,"[""Budgeting"",""Workforce Scheduling"",""Compliance Management"",""Operations Management"",""Lean Manufacturing"",""Process Improvement""]"
43,No,Travel_Rarely,244,Human Resources,2,3,Life Sciences,1,1778,2,Male,97,3,1,Human Resources,4,Single,3539,5033,0,Y,No,13,3,2,80,0,10,5,3,9,7,1,8,Joshua,Hall,"[""Recruitment"",""Interviewing"",""Conflict Resolution"",""HR Policies"",""Employee Engagement"",""Payroll Processing""]"
34,No,Travel_Rarely,511,Sales,3,2,Life Sciences,1,1779,4,Female,32,1,2,Sales Executive,4,Single,6029,25353,5,Y,No,12,3,1,80,0,6,3,3,2,2,2,2,Mattie,Peters,"[""B2B Sales"",""Negotiation"",""Cold Calling"",""Customer Acquisition""]"
38,No,Travel_Rarely,1153,Research & Development,6,2,Other,1,1782,4,Female,40,2,1,Laboratory Technician,3,Married,3702,16376,1,Y,No,11,3,2,80,1,5,3,3,5,4,0,4,Trevon,Briggs,"[""Microscopy"",""Attention to Detail"",""Equipment Handling"",""Lab Safety""]"
22,Yes,Travel_Rarely,1294,Research & Development,8,1,Medical,1,1783,3,Female,79,3,1,Laboratory Technician,1,Married,2398,15999,1,Y,Yes,17,3,3,80,0,1,6,3,1,0,0,0,Gretchen,Weeks,"[""Sample Analysis"",""Microscopy"",""Lab Safety"",""Data Entry"",""Standard Operating Procedures (SOP)"",""Equipment Handling""]"
21,Yes,Travel_Rarely,337,Sales,7,1,Marketing,1,1780,2,Male,31,3,1,Sales Representative,2,Single,2679,4567,1,Y,No,13,3,2,80,0,1,3,3,1,0,1,0,Makai,Nolan,"[""Communication"",""Product Knowledge"",""Customer Service"",""Networking"",""Relationship Building""]"
51,No,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1,1786,1,Female,53,3,3,Manager,3,Married,13116,22984,2,Y,No,11,3,4,80,0,15,2,3,2,2,2,2,Alison,Pugh,"[""Performance Reviews"",""Cross-functional Collaboration"",""Budget Management"",""Project Management"",""Team Management""]"
37,No,Travel_Rarely,589,Sales,9,2,Marketing,1,1787,2,Male,46,2,2,Sales Executive,2,Married,4189,8800,1,Y,No,14,3,1,80,2,5,2,3,5,2,0,3,Kadence,Sandoval,"[""Time Management"",""B2B Sales"",""Cold Calling"",""Customer Acquisition"",""Negotiation"",""Revenue Forecasting""]"
31,No,Travel_Rarely,196,Sales,29,4,Marketing,1,1784,1,Female,91,2,2,Sales Executive,4,Married,5468,13402,1,Y,No,14,3,1,80,2,13,3,3,12,7,5,7,Corey,Hurst,"[""B2B Sales"",""Time Management"",""Negotiation"",""Salesforce""]"
46,No,Travel_Rarely,734,Research & Development,2,4,Medical,1,1789,3,Male,46,3,5,Research Director,4,Divorced,19328,14218,7,Y,Yes,17,3,3,80,1,24,3,3,2,1,2,2,Mckenzie,Kim,"[""Research Management"",""Machine Learning"",""Data Science"",""Strategic Planning"",""Ethics \u0026 Compliance""]"
36,No,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,1,1790,4,Male,90,3,3,Healthcare Representative,1,Married,8321,25949,7,Y,Yes,13,3,4,80,1,15,1,3,12,8,5,7,Randall,Miller,"[""Empathy"",""Emotional Intelligence"",""Conflict Resolution"",""Time Management"",""Customer Service"",""Patient Communication""]"
44,Yes,Travel_Frequently,429,Research & Development,1,2,Medical,1,1792,3,Male,99,3,1,Research Scientist,2,Divorced,2342,11092,1,Y,Yes,12,3,3,80,3,6,2,2,5,3,2,3,Lailah,Hughes,"[""Lab Safety"",""Experiment Design"",""Literature Review"",""Python""]"
35,Yes,Travel_Rarely,303,Sales,27,3,Life Sciences,1,1797,3,Male,84,3,2,Sales Executive,4,Single,5813,13492,1,Y,Yes,18,3,4,80,0,10,2,3,10,7,7,7,Molly,Fischer,"[""Lead Scoring"",""Customer Acquisition"",""Negotiation"",""Time Management""]"
37,No,Travel_Rarely,1239,Human Resources,8,2,Other,1,1794,3,Male,89,3,2,Human Resources,2,Divorced,4071,12832,2,Y,No,13,3,3,80,0,19,4,2,10,0,4,7,Quentin,Calderon,"[""Communication"",""Recruitment"",""Employee Engagement"",""Onboarding"",""HR Policies"",""People Analytics""]"
33,No,Travel_Rarely,867,Research & Development,8,4,Life Sciences,1,1798,4,Male,90,4,1,Research Scientist,1,Married,3143,6076,6,Y,No,19,3,2,80,1,14,1,3,10,8,7,6,Anaya,Stanton,"[""Literature Review"",""Microscopy"",""Experiment Design"",""Scientific Writing""]"
39,No,Travel_Rarely,1253,Research & Development,10,1,Medical,1,1800,3,Male,65,3,3,Research Director,3,Single,13464,7914,7,Y,No,21,4,3,80,0,9,3,3,4,3,2,2,Lance,Bailey,"[""Machine Learning"",""Team Leadership"",""Data Science"",""Strategic Planning"",""Innovation""]"
28,No,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,1,1799,3,Male,82,3,1,Research Scientist,4,Married,2044,5531,1,Y,No,11,3,3,80,1,5,6,4,5,3,0,3,Jaden,Houston,"[""Lab Safety"",""Machine Learning"",""Statistics"",""Scientific Writing""]"
40,No,Travel_Rarely,616,Research & Development,2,2,Life Sciences,1,1802,3,Female,99,3,1,Laboratory Technician,1,Married,3377,25605,4,Y,No,17,3,4,80,1,7,5,2,4,3,0,2,Mauricio,Meyers,"[""Time Management"",""Standard Operating Procedures (SOP)"",""Attention to Detail"",""Sample Analysis""]"
46,No,Non-Travel,849,Sales,26,2,Life Sciences,1,1801,2,Male,98,2,2,Sales Executive,2,Single,7991,25166,8,Y,No,15,3,3,80,0,6,3,3,2,2,2,2,Quintin,Hicks,"[""Negotiation"",""Lead Scoring"",""B2B Sales"",""Presentation Skills"",""Customer Acquisition"",""Cold Calling""]"
35,No,Non-Travel,1180,Research & Development,2,2,Medical,1,1804,2,Male,90,3,2,Manufacturing Director,4,Divorced,5762,24442,2,Y,No,14,3,3,80,1,15,6,3,7,7,1,7,Reece,Callahan,"[""Supply Chain Coordination"",""Budgeting"",""Compliance Management"",""Lean Manufacturing"",""Six Sigma"",""Operations Management""]"
38,No,Non-Travel,1336,Human Resources,2,3,Human Resources,1,1805,1,Male,100,3,1,Human Resources,2,Divorced,2592,7129,5,Y,No,13,3,4,80,3,13,3,3,11,10,3,8,Tyrell,Fuentes,"[""Conflict Resolution"",""HR Policies"",""Employee Engagement"",""Recruitment"",""Performance Appraisal""]"
34,Yes,Travel_Frequently,234,Research & Development,9,4,Life Sciences,1,1807,4,Male,93,3,2,Laboratory Technician,1,Married,5346,6208,4,Y,No,17,3,3,80,1,11,3,2,7,1,0,7,Benjamin,Kaufman,"[""Sample Analysis"",""Lab Safety"",""Chemical Handling"",""Time Management"",""Attention to Detail""]"
42,No,Travel_Rarely,1128,Research & Development,13,3,Medical,1,1803,2,Male,95,4,2,Healthcare Representative,1,Married,5538,5696,5,Y,No,18,3,3,80,2,10,2,2,0,0,0,0,Tess,Reilly,"[""Time Management"",""CRM"",""Healthcare Knowledge"",""Conflict Resolution"",""Customer Service""]"
37,Yes,Travel_Rarely,370,Research & Development,10,4,Medical,1,1809,4,Male,58,3,2,Manufacturing Director,1,Single,4213,4992,1,Y,No,15,3,2,80,0,10,4,1,10,3,0,8,Ayla,Mcgrath,"[""Compliance Management"",""Six Sigma"",""Process Improvement"",""Budgeting"",""Workforce Scheduling""]"
39,No,Travel_Frequently,766,Sales,20,3,Life Sciences,1,1812,3,Male,83,3,2,Sales Executive,4,Divorced,4127,19188,2,Y,No,18,3,4,80,1,7,6,3,2,1,2,2,Katelyn,Stevens,"[""Time Management"",""Cold Calling"",""Lead Scoring"",""Presentation Skills""]"
43,No,Non-Travel,343,Research & Development,9,3,Life Sciences,1,1813,1,Male,52,3,1,Research Scientist,3,Single,2438,24978,4,Y,No,13,3,3,80,0,7,2,2,3,2,1,2,Jaiden,Christian,"[""Statistics"",""Python"",""Machine Learning"",""Literature Review"",""Microscopy"",""Scientific Writing""]"
30,No,Travel_Rarely,1092,Research & Development,10,3,Medical,1,1816,1,Female,64,3,3,Manufacturing Director,3,Single,9667,2739,9,Y,No,14,3,2,80,0,9,3,3,7,7,0,2,Gideon,Saunders,"[""Operations Management"",""Six Sigma"",""Process Improvement"",""Compliance Management"",""Workforce Scheduling"",""Budgeting""]"
26,Yes,Travel_Rarely,920,Human Resources,20,2,Medical,1,1818,4,Female,69,3,1,Human Resources,2,Married,2148,6889,0,Y,Yes,11,3,3,80,0,6,3,3,5,1,1,4,Valerie,Davis,"[""HR Policies"",""Employee Engagement"",""People Analytics"",""Onboarding""]"
41,No,Travel_Rarely,796,Sales,4,1,Marketing,1,1815,3,Female,81,3,3,Sales Executive,3,Divorced,10447,26458,0,Y,Yes,13,3,4,80,1,23,3,4,22,14,13,5,Ronnie,Dillon,"[""Customer Acquisition"",""Salesforce"",""Negotiation"",""Lead Scoring""]"
46,Yes,Travel_Rarely,261,Research & Development,21,2,Medical,1,1821,4,Female,66,3,2,Healthcare Representative,2,Married,8926,10842,4,Y,No,22,4,4,80,1,13,2,4,9,7,3,7,Jamarcus,Thomas,"[""Conflict Resolution"",""Emotional Intelligence"",""Regulatory Compliance"",""Patient Communication"",""Healthcare Knowledge""]"
41,No,Travel_Rarely,447,Research & Development,5,3,Life Sciences,1,1814,2,Male,85,4,2,Healthcare Representative,2,Single,6870,15530,3,Y,No,12,3,1,80,0,11,3,1,3,2,1,2,Elliott,Odonnell,"[""CRM"",""Conflict Resolution"",""Empathy"",""Regulatory Compliance"",""Patient Communication"",""Customer Service""]"
34,No,Travel_Rarely,810,Sales,8,2,Technical Degree,1,1823,2,Male,92,4,2,Sales Executive,3,Married,6799,22128,1,Y,No,21,4,3,80,2,10,5,3,10,8,4,8,Haylie,Arnold,"[""Time Management"",""CRM Tools"",""Negotiation"",""Cold Calling"",""Customer Acquisition"",""B2B Sales""]"
40,No,Travel_Rarely,1194,Research & Development,1,3,Life Sciences,1,1822,3,Female,52,3,2,Healthcare Representative,4,Divorced,6513,9060,4,Y,No,17,3,4,80,1,12,3,3,5,3,0,3,Alden,Powers,"[""Customer Service"",""Conflict Resolution"",""Time Management"",""Empathy"",""Patient Communication""]"
35,No,Travel_Rarely,185,Research & Development,23,4,Medical,1,1826,2,Male,91,1,1,Laboratory Technician,3,Married,2705,9696,0,Y,No,16,3,2,80,1,6,2,4,5,4,0,3,Donna,Brill,"[""Time Management"",""Microscopy"",""Standard Operating Procedures (SOP)"",""Attention to Detail""]"
47,No,Travel_Rarely,1001,Research & Development,4,3,Life Sciences,1,1827,3,Female,92,2,3,Manufacturing Director,2,Divorced,10333,19271,8,Y,Yes,12,3,3,80,1,28,4,3,22,11,14,10,Kristen,Squatrito,"[""Process Improvement"",""Compliance Management"",""Operations Management"",""Inventory Planning""]"
40,No,Travel_Rarely,750,Research & Development,12,3,Life Sciences,1,1829,2,Female,47,3,2,Healthcare Representative,1,Divorced,4448,10748,2,Y,No,12,3,2,80,1,15,3,3,7,4,7,7,Erasumus,Monkfish,"[""Conflict Resolution"",""Healthcare Knowledge"",""Empathy"",""Customer Service""]"
54,No,Travel_Rarely,431,Research & Development,7,4,Medical,1,1830,4,Female,68,3,2,Research Scientist,4,Married,6854,15696,4,Y,No,15,3,2,80,1,14,2,2,7,1,1,7,May,Roberson,"[""Microscopy"",""Python"",""Hypothesis Testing"",""Scientific Writing"",""Literature Review""]"
31,No,Travel_Frequently,1125,Sales,7,4,Marketing,1,1833,1,Female,68,3,3,Sales Executive,1,Married,9637,8277,2,Y,No,14,3,4,80,2,9,3,3,3,2,2,2,Shana,Maurice,"[""Cold Calling"",""Lead Scoring"",""B2B Sales"",""CRM Tools"",""Salesforce"",""Negotiation""]"
28,No,Travel_Rarely,1217,Research & Development,1,3,Medical,1,1834,3,Female,67,3,1,Research Scientist,1,Married,3591,12719,1,Y,No,25,4,3,80,1,3,3,3,3,2,1,2,Raul,Garcia,"[""Data Analysis"",""Hypothesis Testing"",""Experiment Design"",""Literature Review""]"
38,No,Travel_Rarely,723,Sales,2,4,Marketing,1,1835,2,Female,77,1,2,Sales Representative,4,Married,5405,4244,2,Y,Yes,20,4,1,80,2,20,4,2,4,2,0,3,Rachael,Baczenski,"[""Networking"",""Communication"",""Product Knowledge"",""Time Management"",""CRM""]"
58,No,Travel_Frequently,1216,Research & Development,15,4,Life Sciences,1,1837,1,Male,87,3,4,Research Director,3,Married,15787,21624,2,Y,Yes,14,3,2,80,0,23,3,3,2,2,2,2,Colleen,Zima,"[""Grant Writing"",""Research Management"",""Academic Publishing"",""Machine Learning"",""Ethics \u0026 Compliance""]"
58,No,Non-Travel,350,Sales,2,3,Medical,1,1824,2,Male,52,3,4,Manager,2,Divorced,16291,22577,4,Y,No,22,4,4,80,1,37,0,2,16,9,14,14,James,Cockel,"[""Strategic Planning"",""KPI Tracking"",""Budget Management"",""Leadership"",""Cross-functional Collaboration"",""Project Management""]"
18,No,Non-Travel,1431,Research & Development,14,3,Medical,1,1839,2,Female,33,3,1,Research Scientist,3,Single,1514,8018,1,Y,No,16,3,3,80,0,0,4,1,0,0,0,0,Phil,Close,"[""Lab Safety"",""Experiment Design"",""Statistics"",""Hypothesis Testing"",""Scientific Writing""]"
26,No,Travel_Rarely,572,Sales,10,3,Medical,1,1836,3,Male,46,3,2,Sales Executive,4,Single,4684,9125,1,Y,No,13,3,1,80,0,5,4,3,5,3,1,2,Enrico,Langton,"[""Presentation Skills"",""CRM Tools"",""Time Management"",""Negotiation"",""Customer Acquisition"",""Cold Calling""]"
31,Yes,Travel_Rarely,359,Human Resources,18,5,Human Resources,1,1842,4,Male,89,4,1,Human Resources,1,Married,2956,21495,0,Y,No,17,3,3,80,0,2,4,3,1,0,0,0,Hang T,Wolk,"[""Conflict Resolution"",""Employee Engagement"",""HR Policies"",""Recruitment"",""Performance Appraisal"",""Onboarding""]"
36,No,Travel_Rarely,430,Research & Development,2,4,Other,1,1847,4,Female,73,3,2,Research Scientist,2,Married,6962,19573,4,Y,Yes,22,4,4,80,1,15,2,3,1,0,0,0,Maryellen,Jackson,"[""Scientific Writing"",""Python"",""Data Analysis"",""Hypothesis Testing"",""Microscopy"",""Experiment Design""]"
29,Yes,Travel_Rarely,350,Human Resources,13,3,Human Resources,1,1844,1,Male,56,2,1,Human Resources,1,Divorced,2335,3157,4,Y,Yes,15,3,4,80,3,4,3,3,2,2,2,0,Lei-Ming,Nguyen,"[""Interviewing"",""HR Policies"",""Payroll Processing"",""Employee Engagement""]"
43,No,Travel_Frequently,1422,Sales,2,4,Life Sciences,1,1849,1,Male,92,3,2,Sales Executive,4,Married,5675,19246,1,Y,No,20,4,3,80,1,7,5,3,7,7,7,7,David,Gordon,"[""Lead Scoring"",""Cold Calling"",""CRM Tools"",""Revenue Forecasting"",""Presentation Skills"",""Time Management""]"
45,No,Non-Travel,589,Sales,2,4,Life Sciences,1,1845,3,Female,67,3,2,Sales Executive,3,Married,5154,19665,4,Y,No,22,4,2,80,2,10,3,4,8,7,5,7,Denisa S,Dobrin,"[""Negotiation"",""Revenue Forecasting"",""Presentation Skills"",""Time Management""]"
32,No,Travel_Frequently,1318,Sales,10,4,Marketing,1,1853,4,Male,79,3,2,Sales Executive,4,Single,4648,26075,8,Y,No,13,3,3,80,0,4,2,4,0,0,0,0,Brad,Pitt,"[""Time Management"",""Revenue Forecasting"",""Salesforce"",""Negotiation"",""Lead Scoring"",""B2B Sales""]"
27,No,Travel_Frequently,1297,Research & Development,5,2,Life Sciences,1,1850,4,Female,53,3,1,Laboratory Technician,4,Single,2379,19826,0,Y,Yes,14,3,3,80,0,6,3,2,5,4,0,2,Mei,Trang,"[""Attention to Detail"",""Time Management"",""Microscopy"",""Sample Analysis"",""Equipment Handling"",""Standard Operating Procedures (SOP)""]"
42,No,Non-Travel,355,Research & Development,10,4,Technical Degree,1,1854,3,Male,38,3,1,Research Scientist,3,Married,2936,6161,3,Y,No,22,4,2,80,2,10,1,2,6,3,3,3,Susan,Good,"[""Experiment Design"",""Machine Learning"",""Hypothesis Testing"",""Python"",""Lab Safety"",""Microscopy""]"
29,No,Travel_Frequently,574,Research & Development,20,1,Medical,1,1852,4,Male,40,3,1,Laboratory Technician,4,Married,3812,7003,1,Y,No,13,3,2,80,0,11,3,4,11,8,3,10,Lindsey,Langford,"[""Sample Analysis"",""Equipment Handling"",""Time Management"",""Data Entry"",""Chemical Handling"",""Standard Operating Procedures (SOP)""]"
47,No,Travel_Rarely,207,Research & Development,9,4,Life Sciences,1,1856,2,Female,64,3,1,Laboratory Technician,3,Single,2105,5411,4,Y,No,12,3,3,80,0,7,2,3,2,2,2,0,Ashley,Rose,"[""Chemical Handling"",""Sample Analysis"",""Time Management"",""Equipment Handling"",""Attention to Detail"",""Standard Operating Procedures (SOP)""]"
29,No,Travel_Rarely,726,Research & Development,29,1,Life Sciences,1,1859,4,Male,93,1,2,Healthcare Representative,3,Divorced,6384,21143,8,Y,No,17,3,4,80,2,11,3,3,7,0,1,6,Presley,Steele,"[""Customer Service"",""CRM"",""Healthcare Knowledge"",""Empathy"",""Conflict Resolution"",""Patient Communication""]"
27,No,Travel_Rarely,728,Sales,23,1,Medical,1,1864,2,Female,36,2,2,Sales Representative,3,Married,3540,7018,1,Y,No,21,4,4,80,1,9,5,3,9,8,5,8,Amira,Mcmillan,"[""Networking"",""Product Knowledge"",""CRM"",""Communication"",""Upselling"",""Time Management""]"
42,No,Travel_Rarely,1142,Research & Development,8,3,Life Sciences,1,1860,4,Male,81,3,1,Laboratory Technician,3,Single,3968,13624,4,Y,No,13,3,4,80,0,8,3,3,0,0,0,0,Boston,Avila,"[""Time Management"",""Equipment Handling"",""Microscopy"",""Chemical Handling"",""Sample Analysis"",""Standard Operating Procedures (SOP)""]"
29,No,Travel_Rarely,352,Human Resources,6,1,Medical,1,1865,4,Male,87,2,1,Human Resources,2,Married,2804,15434,1,Y,No,11,3,4,80,0,1,3,3,1,0,0,0,Annabelle,Graham,"[""People Analytics"",""Payroll Processing"",""Conflict Resolution"",""Recruitment""]"
48,No,Travel_Rarely,1224,Research & Development,10,3,Life Sciences,1,1867,4,Male,91,2,5,Research Director,2,Married,19665,13583,4,Y,No,12,3,4,80,0,29,3,3,22,10,12,9,Henry,Gray,"[""Strategic Planning"",""Ethics \u0026 Compliance"",""Grant Writing"",""Innovation"",""Machine Learning""]"
32,Yes,Travel_Rarely,414,Sales,2,4,Marketing,1,1862,3,Male,82,2,2,Sales Executive,2,Single,9907,26186,7,Y,Yes,12,3,3,80,0,7,3,2,2,2,2,2,Rodolfo,Michael,"[""Revenue Forecasting"",""Salesforce"",""B2B Sales"",""Time Management"",""Negotiation"",""CRM Tools""]"
29,Yes,Travel_Frequently,459,Research & Development,24,2,Life Sciences,1,1868,4,Male,73,2,1,Research Scientist,4,Single,2439,14753,1,Y,Yes,24,4,2,80,0,1,3,2,1,0,1,0,Jose,Houston,"[""Machine Learning"",""Python"",""Scientific Writing"",""Hypothesis Testing"",""Microscopy"",""Statistics""]"
43,No,Travel_Rarely,823,Research & Development,6,3,Medical,1,1866,1,Female,81,2,5,Manager,3,Married,19392,22539,7,Y,No,13,3,4,80,0,21,2,3,16,12,6,14,Leia,Mccann,"[""KPI Tracking"",""Cross-functional Collaboration"",""Conflict Resolution"",""Team Management"",""Strategic Planning"",""Performance Reviews""]"
